trans_amount,account_balance,num_transactions,merchant_risk_score,customer_age,days_since_last_transaction,card_decline_rate,device_trust_score,location_mismatch,previous_fraud_flag
1952.5851140694629,38444.911898111095,21,0.8451208514960348,50,17,0.0774115519847505,0.7294154487265405,0,1
4503.086105245019,34653.71738960038,34,0.7875490858587793,72,9,0.412366487274681,0.8689591050208962,0,0
589.202476129512,99633.75821406853,17,0.5047955983045281,34,10,0.1013798424698635,0.0159202672627986,0,0
2997.3058361432127,73249.26615231516,28,0.8503480011198954,65,21,0.0631299092079664,0.0023234061319302,0,0
3036.081007701354,48915.45472142611,20,0.0360188182914263,66,28,0.8489238694760728,0.9348930465545086,0,0
235.64116382988516,19658.22076978625,36,0.7644407280755043,52,18,0.7408692683852178,0.6817854977884547,1,0
4613.271912074705,1309.6366759652562,30,0.3731226184223836,67,12,0.2607087741328522,0.4437014470296678,0,0
2586.3387380229647,71437.28452002954,25,0.195240602956492,57,11,0.5554972801696314,0.8599407141834092,0,0
394.129750045677,15474.20104335152,21,0.4476734254104183,69,23,0.8646523546027457,0.2606616548329366,0,0
723.528493443651,45528.51157782252,8,0.7011395944174736,49,9,0.1645992736995747,0.6028463803956364,0,0
379.4828121531109,67996.76354103768,1,0.4738098283979466,68,18,0.1218795017813836,0.3157211297704886,0,0
1561.8017853611543,94478.72902691188,2,0.962768350253206,57,13,0.5375846256925658,0.935424824448534,0,0
2333.334110480976,8877.863264568852,13,0.2653261375554669,71,21,0.3336608906336926,0.9828601178554204,0,0
1661.1811440147194,41816.319500914346,22,0.9913279015642206,68,14,0.951396861979106,0.0955591039583352,0,0
3476.535389563589,15974.92595016842,35,0.1544922040049258,44,11,0.2222827666385852,0.2973933320619897,0,0
4736.943864662959,51888.96139232589,10,0.9956311094988834,24,25,0.8517903386605417,0.1123859322915258,0,0
3343.744831487524,55552.98643529839,28,0.3024195112785364,31,23,0.275170112488068,0.3562498946037801,0,0
3756.846628279572,61752.7841617426,38,0.2685337560676073,57,25,0.7190756205108118,0.9453070402516368,0,0
1406.870145760255,21999.477337068627,45,0.0114179834540736,25,10,0.7043353159571805,0.8150153166761481,1,0
760.5802866066057,92710.75102515104,28,0.1604626142712264,65,13,0.4892272547499192,0.1048357472059913,0,0
1479.3841401141692,88630.95846846094,31,0.3138754967224705,35,21,0.7368264557515041,0.6054444853053423,1,0
4473.815612201516,61996.97481223808,22,0.1951665172186504,76,26,0.4461492564571695,0.4227025695271728,1,0
788.4126564776512,65912.45833440067,10,0.6573534821701286,34,10,0.4740062659484451,0.9061375361274794,0,0
4074.727853954597,62427.194045534685,20,0.8791857726012476,59,16,0.7863316553950405,0.3872460482034749,0,0
1880.6041918232836,4916.382682169548,41,0.2144064829931645,77,27,0.9442088383461076,0.9231739886192648,0,0
2143.429681609163,18725.182388211026,35,0.674130295536063,72,5,0.7088991127733161,0.2367975854561801,0,0
3488.108547566387,39310.10628502781,20,0.3252951340230311,26,11,0.59643395462566,0.1393023387079143,1,0
2933.020150554582,42229.92059465819,48,0.2876327290436782,39,27,0.7744194946063033,0.5292674481435902,0,0
4310.310248857451,13259.704468110736,14,0.2685621674536426,77,17,0.6028928826054353,0.676472143492411,0,0
3486.287611145692,7218.547103749334,30,0.6775316138836847,57,16,0.0020765176000812,0.3886747506709505,0,0
599.6424898320647,16436.034871243774,1,0.2778527760897122,61,2,0.1795997814400959,0.6895830655332298,0,0
4477.0821200591245,34822.395271474306,49,0.0756997273097874,78,4,0.4475518551060619,0.3154163912586835,0,0
3486.718455167112,39169.04551151089,8,0.2763191084658536,72,18,0.2813506218538416,0.8773097361930356,1,0
2283.727196400708,23830.658674345315,33,0.2688535143821935,26,29,0.4881175434337349,0.0156959055962796,0,0
4463.869402464989,26633.44425461173,26,0.8069654908839936,36,5,0.1155583766806317,0.0185312335943332,0,0
1047.3524131786764,55467.22876178846,4,0.1440787860131995,23,19,0.6618107285744247,0.9090625428967316,0,0
1479.2999714272323,79674.07536852002,30,0.5225101810855884,25,3,0.6013840706885634,0.2994577239342546,1,1
4212.173426447186,10231.94076207673,33,0.881690611843508,76,11,0.924309567052558,0.0153105866269054,0,0
3543.282163202267,48993.55386794973,42,0.6778132003100442,32,15,0.4679804624780433,0.2589616050249752,1,0
3632.5188375624944,97351.54802082197,31,0.6566310737078761,42,17,0.7252870843545552,0.7193006090251136,0,0
452.6256434477075,35564.13095261054,37,0.2062521138361526,64,11,0.4570596592657763,0.3717269846164606,1,0
3120.257652869514,9032.159130994723,2,0.7851895431484084,38,11,0.9918891959474916,0.4577438171662134,0,0
1735.023007584558,63756.427533147216,32,0.5968518768877594,49,7,0.4441839479215043,0.7496142843877734,0,0
653.1098123341396,40491.44493361878,15,0.4289443334301442,71,10,0.0524817100997275,0.0624442749739241,1,0
2830.014586110153,7301.225166267469,35,0.6747863021674105,28,22,0.5692979341347952,0.2382094354756161,0,0
893.7822902411742,18633.999018741804,41,0.6546506868659545,52,13,0.1903369750950475,0.5333083624587408,0,0
162.19624719585664,39752.635292539446,6,0.759005282521931,26,29,0.856964414776239,0.7013635603104414,1,0
3462.55703648654,45193.56373053458,9,0.5800888346694546,69,11,0.5815642044379887,0.1816314218788218,0,0
4825.484284225898,69534.01936296947,36,0.5953032659274891,35,17,0.2303192246828775,0.1895190432373767,0,0
2881.616147600636,59275.79782647689,12,0.3529585034523566,66,22,0.5066857908540028,0.7968615702761911,0,0
426.66857632635714,68356.47802613562,49,0.4340209727087588,68,24,0.1605936950433085,0.7565391672262407,0,0
1971.5576460871343,27494.09871463213,12,0.8550302016199351,23,28,0.5789653202958044,0.9622129101159448,1,0
3006.5791335639306,8951.182924993762,48,0.2187098003235832,64,13,0.9665589185551432,0.2630800299241908,0,0
693.0592940433482,44075.879895753504,13,0.1412235433731494,61,14,0.9983187565709568,0.6019813529744524,0,0
4661.270229593226,71660.70646746196,24,0.454764342552661,43,11,0.4312104848643289,0.7059852660508185,0,0
2685.120868057161,47970.26957521012,30,0.6493223245768817,60,9,0.3103071157916974,0.9206281367107758,0,0
4811.241016887964,99941.4312044896,49,0.2483762603698002,56,26,0.6957949669407455,0.4934799980728777,0,0
2296.681923552668,62334.36169799193,46,0.7326990505902804,51,25,0.8051168513161777,0.3386112291126325,0,0
1125.7432342120687,87088.26968869219,21,0.0625262957428457,79,18,0.2525303896364445,0.8887465168138129,0,0
1368.813559331651,80518.4010681089,1,0.1964192158720173,29,3,0.7531188471796741,0.8177884305894194,0,0
1761.0659126348726,63948.08178776849,26,0.2026326341353431,43,11,0.1719125577271043,0.8371619641950256,0,0
4332.218967416927,84934.6455913754,16,0.8801567379214851,36,21,0.8691748574030873,0.8330342639410699,0,0
1217.855804842387,75296.39229180836,6,0.718331175372004,75,24,0.6202413542689121,0.9590842422824034,0,0
3034.811425909892,10777.00461716491,3,0.5056341534219588,64,26,0.1310586308042903,0.354154196759495,0,0
433.34019328510766,96994.21340611632,35,0.1885406057492511,48,24,0.8606678217888851,0.6383500651307308,1,0
2278.1599131911885,54494.46088628887,44,0.742881493667939,23,2,0.5053652565059297,0.5716788783497385,0,0
465.1184542129649,4253.128619134171,22,0.9467337289233956,33,1,0.2014639210535329,0.0380491783100909,0,0
3602.982317364911,25541.59514240051,13,0.756730167068568,48,21,0.9929434657829072,0.5470629909184421,0,0
2991.0913798298384,43458.53468077014,6,0.2786430631150364,71,19,0.994774954573906,0.4975293160274527,0,0
239.55318368854623,97481.83689846365,30,0.7184539473225501,65,3,0.7918913237957292,0.6161829652125973,0,0
743.8966698358993,2461.494746029006,45,0.5192245707802051,39,20,0.5131898917098298,0.6644237865926779,0,0
866.6796363830344,67679.14692891359,11,0.1260020278639942,23,17,0.6837882008898746,0.4381116510332952,0,0
2192.999860898408,9643.977852083352,23,0.1613628010553837,69,2,0.0622050915256909,0.1905760465171938,0,0
4484.974165430999,72461.44783116125,36,0.8705269662693842,52,22,0.961414540423639,0.3029451678900839,0,0
4066.376035559087,31199.639145684763,41,0.5150056597097231,31,21,0.8655712200947645,0.1764397704703503,1,0
4900.36255067453,39151.50899096092,34,0.2342033709263341,79,8,0.0753014335984697,0.6219367337567092,0,0
4051.273484814628,21682.214432709,24,0.2719460394184487,23,5,0.550351278838751,0.5830676844221436,0,0
1887.5353317992697,94466.96052545492,46,0.9145486638485588,61,3,0.8020382702828686,0.1180060266193748,0,0
4532.708381622732,57103.91368921909,33,0.0090541615803709,74,14,0.2715504551774856,0.9935781728192188,0,0
4461.312310333796,98399.36703118683,28,0.2070758092108552,66,2,0.0545119274378262,0.9644882250238542,1,0
3296.881221778536,43917.68037704009,22,0.9060870604812604,73,26,0.2796363184932062,0.0789298550384123,0,0
1016.1203270382453,81415.62992365129,28,0.031149092793391,61,8,0.7793651703351198,0.5867481189673429,0,0
3263.286684917977,16446.01973704775,38,0.5166983852262678,55,20,0.7146956752357342,0.3023957403039222,0,0
588.1866070303972,95001.12227662752,21,0.957789800988204,41,6,0.9041353525781908,0.6805606661388378,0,0
266.8789687374469,85073.11473651476,15,0.9437015928202208,41,22,0.6995965330235282,0.6437198063249459,0,0
2707.7692568344314,5291.931236782094,30,0.7289810616558164,29,6,0.8421068624835116,0.2101919687188463,0,0
193.0491824240835,9757.97731970729,1,0.8549740195614743,79,16,0.5876269866151087,0.4262977174034259,0,0
3614.040316281401,43816.55209313365,5,0.9906791570657658,29,1,0.6356319986400399,0.7964517695378094,0,0
4555.526650624274,58059.219685810494,47,0.4439194545063778,34,11,0.918521602770518,0.894007197916806,1,0
874.2773308509758,86840.42329029721,14,0.1572732081797153,25,21,0.5826861465545828,0.8022491792351141,0,0
4506.778472350035,36709.50733365265,8,0.068458719333578,35,5,0.6211863221940832,0.5077521518626643,1,0
2982.2373156331428,6228.8277483557495,21,0.6363742815333744,74,6,0.3229896831768684,0.0235919677807958,0,0
1694.6997053041034,22096.301874786157,19,0.1969257044534283,29,21,0.447201032216438,0.5822374488025863,1,0
680.7292379254815,50663.57209774038,35,0.3827987644363878,56,12,0.5812154774893833,0.9187473048042516,0,0
401.4973428979071,89492.1839404467,38,0.7011698615902597,74,29,0.3560930851664217,0.7625340377755347,0,0
341.8163741602197,30397.187242002798,45,0.7608513309307817,28,8,0.0479138679133337,0.7352512163067935,0,0
1269.6603522766636,45092.0565321927,31,0.8825598767723473,60,22,0.8205917893241481,0.4423354580502154,0,0
1878.9551930483387,18594.7795909781,28,0.7675676285179183,38,10,0.0332679711693584,0.9116329137084755,0,0
2050.675192627207,52687.62582751771,46,0.3805177098698945,32,6,0.7890228445481342,0.6223029790740262,0,0
1618.5456864238677,64118.5488375516,22,0.7962414505413685,55,25,0.599597260044054,0.796285682942801,0,0
3361.15024600807,55067.63156141055,38,0.50313247255154,42,28,0.8568353497231763,0.7292109485008531,0,0
3223.557720762689,50634.68402588772,39,0.9730767979122984,44,29,0.223009823533733,0.6560013546531093,0,0
4983.217816998788,71643.45235489703,2,0.3568859751711102,35,23,0.6740378674249567,0.0704053624025141,0,0
2773.7328791625905,76252.28496418391,13,0.8229838050417675,63,3,0.3179046737732836,0.3693911644551138,0,0
1607.0475091427527,66414.07230941833,28,0.0755836138540669,60,2,0.616712707646776,0.1835641142169328,1,0
2565.344360913412,63218.17134896517,32,0.7288614422699469,33,29,0.8248069479798307,0.9822560609366148,0,1
2141.267865245019,55130.65132385302,33,0.2091854654079278,76,13,0.5037083870840707,0.4831346455654994,0,1
1710.609665862559,33766.6173254855,29,0.3976123785528705,49,2,0.7919356229637641,0.2375600145677698,1,0
3959.979428191984,31683.99488717737,38,0.5976682827027031,57,6,0.6851745132777806,0.493543659589453,0,0
2764.015125484683,81936.96705673634,2,0.8587642793494722,65,2,0.4435633454985027,0.0105516368159005,0,0
2919.377389238764,3627.604358529883,8,0.4878343185440125,53,26,0.6995342576155238,0.9019095717488887,0,0
606.7752872321255,94278.90423609906,22,0.6224136415659967,23,5,0.4386475002460548,0.9126050268831104,0,0
2886.817212816125,7798.122085519683,27,0.5793144666619379,40,16,0.4011479694917975,0.0693045060187487,1,0
576.2328709905395,34253.02938726474,32,0.9195310246560496,64,5,0.5865117810374487,0.0291698922907432,0,0
2561.5985703160795,48102.64403105711,38,0.7542482596820808,47,28,0.8056022187702383,0.813710270757308,0,0
1032.8716341249467,73333.82247336452,46,0.5634083644838541,51,6,0.3979603463807571,0.177215056878792,1,0
4934.565813636581,28795.175266242764,22,0.4579957590035715,54,25,0.8865025266419025,0.2393322865473586,0,1
196.36746185857996,13358.30382890173,27,0.1025159640664744,56,4,0.938714635374035,0.0143729517777776,0,0
1118.317974248944,49637.9859343692,25,0.2419771303170453,57,24,0.7009353650179992,0.500033915569608,0,0
267.8917886313524,3255.4558680816394,35,0.920994521096576,69,29,0.1784160965634957,0.1255821027101606,0,0
297.21821248305497,98664.3492835888,18,0.1548286125977198,33,21,0.1697592013928265,0.5280680809320789,0,0
2776.226722031889,18293.57977730106,9,0.4376613281482034,34,5,0.3062678870046147,0.0006275166284561,0,0
1431.354066943563,26776.12418992519,21,0.9811778367622944,33,10,0.2098976295862307,0.9102166549666444,0,0
2477.1573204658816,14919.485776112677,25,0.1059058044037576,45,8,0.2652085369968291,0.7286370223168991,0,0
2301.087423628924,23271.514901985945,44,0.3910328691273986,34,24,0.0095433530672266,0.7750818003391192,0,0
1622.7826307835685,7705.472863080989,11,0.994819293965951,41,24,0.654725348498443,0.0344032084534582,1,0
3887.9631104779096,49767.758924441885,8,0.2587116421554409,56,22,0.5373404968431812,0.0952489339728694,0,0
460.5459525714974,16159.913615225989,43,0.0090384690792921,27,13,0.8259409191119182,0.4352927241876341,0,0
2966.148698621592,31978.13727700124,18,0.0146933886549538,28,0,0.862076142576597,0.4234820092493327,0,0
1992.4635798962329,95537.93518174245,8,0.6246140481145316,24,23,0.0125964012717869,0.9465985727783388,0,1
3169.176271793607,62129.46022497096,4,0.2510013832623002,65,6,0.0722769475731766,0.904452811562494,0,0
3755.567610687883,96985.1224033466,46,0.1133035047274642,34,11,0.1142371385913958,0.1844351905842649,0,0
1057.428909546973,86150.86263670726,17,0.9733826191648212,57,27,0.2198619563689768,0.2406815897258853,1,0
2958.5557865093265,28775.109504173783,1,0.2220758706933205,20,2,0.6714060726437369,0.1455173003874249,0,0
4949.901559625827,10655.901957748218,40,0.6595107686407702,36,20,0.1244218868518934,0.5487798592630116,0,0
4812.612001761135,82485.6284959224,28,0.4369958856656208,61,16,0.7931285379630564,0.8910216829672115,0,0
1140.2139182377105,26054.37774830956,48,0.0953992773132106,66,19,0.6888105035899871,0.3829030140372458,0,0
299.8372247193153,69258.42879533346,16,0.4722818041629817,57,28,0.4512666140731144,0.0554452357038414,0,0
4498.877120640097,48186.28074836883,38,0.5767023988577563,48,28,0.3096688704012925,0.7136520744937427,0,0
4846.819652739304,79801.58352097758,46,0.9327105081327614,61,13,0.0087772119479294,0.1595399566884235,0,0
4079.1525279896223,1885.60607986804,6,0.2282353634936991,25,27,0.5346609230755238,0.2714308642760532,0,0
2955.5717631488906,30629.861127472468,34,0.458431424131438,42,23,0.1396923726029386,0.2583926478703701,0,0
4605.000994260688,2192.40160698819,25,0.6677605916031529,19,10,0.4461704378126965,0.3488704166052904,0,1
3230.9067565767677,96822.5234486807,34,0.7711228158518866,45,26,0.8293851501423746,0.2206990747853351,0,0
194.06586729911865,87875.13563688028,8,0.1901076497837276,73,27,0.260918579650168,0.154415757539213,0,0
2534.384507633485,51270.96988918618,16,0.8044140596774734,41,22,0.5689831943041228,0.8367296861437858,1,0
984.262509112242,65201.51585505092,26,0.8108785810079184,21,17,0.4873844416720428,0.1004575496809684,1,0
3291.488332578713,95091.269868816,44,0.7803655030068817,63,25,0.5993729928719863,0.0282287596507063,0,0
4001.277727177103,35613.751743091605,38,0.4893925374065887,33,15,0.6716602309978987,0.2008771801402282,1,0
3493.826952958528,51956.27033510819,23,0.4425455148147456,28,1,0.2355882282446775,0.1412436980265573,0,0
608.1281829950772,8196.516969174028,43,0.9606269755131998,50,28,0.1942735710018014,0.1278118443603827,0,0
3999.085236055207,76574.73860921187,41,0.7605756424552823,77,14,0.9760860241995716,0.4008821351279104,0,0
3988.503875239973,78711.64828690398,19,0.8644332468683641,43,8,0.6444850615205939,0.726303500368818,0,0
3303.3203897105536,93729.12587492146,46,0.3717240664023432,67,20,0.1931600084084327,0.0557279857009844,0,0
2480.932781455238,79093.24416741246,37,0.5190322801295487,25,3,0.2421746503474705,0.0176700447954338,0,0
1450.2664606688763,2678.60950425375,35,0.2149126370363958,53,11,0.2441475605069072,0.727268470452434,0,1
1151.7028458031962,69632.45974357384,40,0.6309217902291634,30,14,0.0427396060619513,0.2037554858499437,0,0
648.9487363992845,42877.14153106891,41,0.5409050038380808,76,10,0.4502362866726173,0.3839470089041552,0,0
451.5775852390783,76742.11006421958,33,0.7731418739186715,50,14,0.6865139430432525,0.2750247724877978,0,0
4478.66091019604,47515.62448740641,4,0.951423220845566,67,12,0.860798936915495,0.8209192136130002,0,0
1877.6112708230405,67292.95161069011,45,0.9770069544389436,56,27,0.0105511224501898,0.1120117130682056,1,0
2671.970848961844,48836.61898824361,28,0.1300806698289469,41,8,0.7603282214041377,0.0328566977403963,0,0
692.7249682856174,6988.905834006476,44,0.3978657030174272,61,21,0.3507776230103121,0.2835480109096476,1,0
2285.7892212430093,94432.22226243204,27,0.1115122123212764,64,7,0.0016437571124496,0.5745821975518796,0,0
4344.309649665407,40750.10527621477,24,0.2475597702798864,60,27,0.4502768104415907,0.7299235192858211,0,0
654.50548160596,52563.82202833931,39,0.3267425420300408,36,27,0.2564130276989418,0.9720793354745572,0,0
4998.591189697791,61072.34495276074,10,0.5355538148796726,50,22,0.5772160730089502,0.9559031723881825,0,1
4032.944386167376,55822.56339526549,11,0.723443662354912,32,8,0.930998619712584,0.3164545765334576,0,0
583.0357554486257,36816.68878692399,28,0.3138268082244155,71,1,0.6543464596528576,0.4267903721939193,0,1
1350.7000233308809,58861.40646814421,24,0.4831808633136685,21,11,0.6310493932702206,0.6518680936476059,0,0
2376.127407145753,7312.621057019666,14,0.5527070757185453,52,16,0.1745898512471864,0.0966405841648714,0,0
3877.9127885719618,52940.81968931848,19,0.8071555373648825,28,27,0.2745066735070782,0.4670178665217417,0,0
4114.460842186613,53406.89441801516,20,0.0219133287750089,58,14,0.0469925010031174,0.5217118013669183,0,0
1888.5522007214677,64782.72394404484,37,0.655173714524338,18,6,0.6535867700444199,0.692514012761193,1,0
4343.655199730585,69592.252835031,18,0.8895193110437631,49,26,0.937661460616592,0.6627857327436636,0,1
2718.194972304505,90186.0230143288,31,0.3892304716917885,28,22,0.1760247550411338,0.6220091888089806,0,0
4388.091628920498,1260.8919368192535,6,0.4226291970136091,46,10,0.2191260646708008,0.1157600462463246,0,0
2001.02349231195,76945.39246902955,37,0.7791025863957868,37,18,0.1635537945301873,0.0304578080704968,1,0
3803.537020849536,15287.282827551946,39,0.9390684794502916,32,10,0.8374495950834618,0.522709454067601,0,0
862.7290610764285,64133.11052679867,32,0.9082284887003228,35,18,0.3379815504698361,0.9477695820321482,0,0
712.8765316952013,58284.02355490392,14,0.35492466087701,59,22,0.8661837088690295,0.0800182697576793,0,0
4936.507885281573,24423.881427972297,47,0.1594922625413583,39,25,0.5930561899673576,0.931659249759019,1,0
3769.357144442119,83827.7174358462,49,0.7483843496762314,73,8,0.7461796385522723,0.7403782969410198,0,0
2165.4056430241576,91557.28092904536,20,0.7132068832826177,47,0,0.930824074990114,0.1902279308201375,0,0
4648.350429796651,99487.14508525972,17,0.6946409588937278,21,24,0.2667720636239239,0.2082776751535457,0,0
3141.5148196194764,675.2901837623449,19,0.7379173933540254,49,25,0.4030313112827366,0.3316578441770175,0,0
4521.751885523805,62423.54653518964,24,0.0835543375106897,65,27,0.8227029217172064,0.4620393428395556,0,0
514.6021538527234,66719.73932885582,1,0.0153948916913084,48,13,0.2203190986219675,0.5881260654678548,0,0
4527.699703360758,90912.34881449754,20,0.4327668795992626,37,4,0.2878796780696808,0.7260613260624744,0,0
327.1561679272579,87923.91892546025,48,0.5444823328002629,19,22,0.1370209100363206,0.8981464448201008,0,0
1364.0316685517405,98409.93857300958,33,0.2998005275652359,38,18,0.0317224918160311,0.4892388614277745,0,1
1353.523722437411,99249.10186562168,45,0.3894049389788753,43,1,0.4722264257562043,0.4215111825102905,0,0
4336.690869714717,78007.11379044564,25,0.8066935196947392,77,20,0.3957776796604307,0.3414694066084424,1,0
189.35194624574305,51819.393174132674,35,0.0424222982068916,78,23,0.3579611945327646,0.3996580020857536,0,0
1946.9679317705445,91245.09822710745,35,0.6212924490496101,40,16,0.8560010748931528,0.3409665634624846,1,0
362.1380495281449,48718.22724832781,16,0.6740199190587927,77,13,0.7280122577961974,0.4745443501585562,0,0
66.65468738942116,68983.72242805296,21,0.6376882468959355,47,24,0.4763223522069043,0.1733960662061193,0,0
3512.81471751594,14335.304735861171,46,0.0784558163171239,29,22,0.618290798754788,0.1478524378623837,0,0
4163.888777594105,94411.52803469266,6,0.1366009036511726,27,13,0.8950566039998331,0.9472999994200668,0,0
4624.221155210028,63298.92712408142,9,0.993255015422964,51,9,0.526082518417403,0.5412382144338301,0,0
986.9977625985892,18050.342576137173,37,0.6854438832219015,23,9,0.7246962542618245,0.9177726524944396,0,0
3362.7447905576546,87344.95929449469,25,0.1296789782242353,54,29,0.2550934328323794,0.0600081925890118,1,0
4605.153278653748,66981.74682429919,47,0.6886316293078756,76,26,0.4874063031008075,0.8886421138365173,0,1
1844.9018572665727,94367.23042474312,24,0.2046801090572839,41,6,0.1149063433619103,0.6311170278922348,0,0
1988.748483783138,73713.6871199238,43,0.2415368417016817,28,11,0.8394532342095508,0.3409478016426097,0,0
3321.7191151596144,2516.757212746389,44,0.2496689527402301,63,3,0.0707914360111744,0.0728452975451997,0,0
3729.742976179807,36077.627106404754,37,0.0687136777239609,62,7,0.6883384115465648,0.2682503589223107,0,0
1797.2319629838742,48406.21010732048,2,0.3927307432714162,40,26,0.3107153283114474,0.2155128575477688,0,0
2468.1642890244198,59488.18588509869,32,0.2195539232298019,19,0,0.3758524651819792,0.6067928958213368,0,0
2665.2462914739253,79565.45108289394,5,0.8035376594626034,73,20,0.3577547632937142,0.8714885417573883,0,0
3457.779313131305,78006.55497559924,4,0.480890146603009,29,14,0.4259975194684281,0.4401803286971931,0,0
772.7671045298168,85157.35327873507,45,0.7728095732903374,36,23,0.0590501444582719,0.8484822099337397,0,0
2627.311833955571,80611.94747175035,49,0.5180080664046248,46,16,0.817191050726641,0.0601085560783958,0,0
1208.3266377031837,13730.33128041764,28,0.5568784431720959,59,18,0.4567305928858403,0.8038598862488227,0,0
2049.583513779501,84086.23249831887,1,0.7592925069184736,19,24,0.4078959373715468,0.341149325819683,0,0
3884.300674102564,52025.41746074616,26,0.3465241679527182,52,18,0.4662532815278354,0.6640330331113176,0,0
2683.5156735330447,74376.47480353162,27,0.0121031167761074,57,13,0.7457176662047873,0.6321201219156514,0,0
4818.463685675371,92092.69999678712,44,1.1634755366141114e-05,69,26,0.9857682495857412,0.1036367264807955,0,0
544.7883365854825,92725.06416599732,30,0.9017740285462288,53,27,0.0639009420483738,0.2374860423621998,0,0
900.9378636511248,46209.59169453701,23,0.0625648422194515,56,10,0.2126642865113428,0.6621118258081792,0,0
1432.624891782297,81763.22587827004,4,0.583713587731364,54,0,0.0905594676009204,0.2569142846922934,0,0
1601.688395165869,87087.91513712388,35,0.6322821536376398,74,14,0.6235191951741544,0.1062659047923958,0,0
4753.529663218405,27047.986190547264,2,0.015110684214475,75,8,0.4042416421070391,0.1235664874015761,0,0
3537.2181457996094,98773.46673462956,46,0.2466036349780246,58,8,0.858761429838704,0.0037024068324168,0,0
