customer_id,transaction_id,trans_time_stamp,current_balance,days_since,is_Auto & Transport,is_Education,is_Entertainment,is_Food & Dining,is_Health & Fitness,is_Pets,is_Taxes,is_Travel,is_Uncategorized,is_Utilities,is_disputed
1008,2430,2024-06-02 14:51:28.412415,47506.17,263,0,1,0,0,0,0,0,0,0,0,0
1020,921,2024-06-23 14:51:28.412415,14449.15,284,0,0,0,0,0,1,0,0,0,0,0
1063,6662,2024-01-03 14:51:28.412415,28632.71,112,1,0,0,0,0,0,0,0,0,0,0
1086,5564,2023-09-24 14:51:28.412415,41914.98,11,1,0,0,0,0,0,0,0,0,0,0
1035,1868,2024-06-03 14:51:28.412415,34426.22,264,0,0,0,0,1,0,0,0,0,0,0
1064,3206,2024-01-24 14:51:28.412415,42434.4,30133,0,0,0,0,0,0,1,0,0,0,1
1053,5939,2024-03-26 14:51:28.412415,33394.1,195,0,0,0,0,0,0,1,0,0,0,0
1001,2589,2024-07-20 14:51:28.412415,10658.93,311,0,0,0,0,0,1,0,0,0,0,0
1016,1716,2024-07-22 14:51:28.412415,35036.85,30313,0,0,0,0,0,0,0,1,0,0,1
1013,3014,2024-04-01 14:51:28.412415,44152.89,201,0,0,0,0,1,0,0,0,0,0,0
1027,7225,2024-05-31 14:51:28.412415,3070.87,261,0,0,0,1,0,0,0,0,0,0,0
1032,305,2024-07-20 14:51:28.412415,46092.68,311,0,0,1,0,0,0,0,0,0,0,0
1074,7222,2024-03-21 14:51:28.412415,606.9,190,0,0,0,0,0,0,0,0,1,0,0
1032,1297,2023-12-16 14:51:28.412415,39218.2,30094,0,0,0,0,0,0,0,0,1,0,1
1020,2761,2024-06-08 14:51:28.412415,18325.86,269,0,0,0,0,0,1,0,0,0,0,0
1094,8720,2023-10-09 14:51:28.412415,32116.63,26,0,0,0,0,0,0,0,0,1,0,0
1011,7805,2024-03-05 14:51:28.412415,22118.24,174,0,0,0,0,0,0,0,1,0,0,0
1045,9427,2024-09-05 14:51:28.412415,19271.95,358,0,0,1,0,0,0,0,0,0,0,0
1073,7887,2024-01-14 14:51:28.412415,36489.64,123,1,0,0,0,0,0,0,0,0,0,0
1092,1940,2024-08-24 14:51:28.412415,5101.49,346,0,1,0,0,0,0,0,0,0,0,0
1064,6526,2024-03-08 14:51:28.412415,19245.69,177,0,0,0,0,0,0,0,0,0,1,0
1058,4925,2024-08-29 14:51:28.412415,2780.33,351,0,0,0,0,0,0,1,0,0,0,0
1019,6272,2024-02-25 14:51:28.412415,48760.57,165,0,0,0,0,0,1,0,0,0,0,0
1088,4376,2024-01-03 14:51:28.412415,16929.87,112,0,0,0,0,1,0,0,0,0,0,0
1095,6988,2024-08-29 14:51:28.412415,38701.07,351,0,0,0,0,0,0,0,0,0,1,0
1046,8687,2023-11-23 14:51:28.412415,15231.73,30071,0,0,0,0,0,0,1,0,0,0,1
1028,9280,2024-02-09 14:51:28.412415,11645.23,149,1,0,0,0,0,0,0,0,0,0,0
1016,6649,2024-03-31 14:51:28.412415,48799.12,200,1,0,0,0,0,0,0,0,0,0,0
1043,2145,2024-05-07 14:51:28.412415,19679.79,30237,0,0,0,0,0,0,0,1,0,0,1
1047,489,2024-04-13 14:51:28.412415,3684.56,213,1,0,0,0,0,0,0,0,0,0,0
1046,1201,2024-03-26 14:51:28.412415,21270.76,195,0,0,1,0,0,0,0,0,0,0,0
1077,1814,2024-08-27 14:51:28.412415,11548.15,349,0,0,0,0,1,0,0,0,0,0,0
1011,6329,2024-03-27 14:51:28.412415,31540.5,196,0,0,1,0,0,0,0,0,0,0,0
1008,8097,2024-05-25 14:51:28.412415,37759.61,255,1,0,0,0,0,0,0,0,0,0,0
1063,2287,2024-02-24 14:51:28.412415,27579.38,164,0,1,0,0,0,0,0,0,0,0,0
1052,4818,2023-12-23 14:51:28.412415,34744.16,30101,0,0,0,0,0,0,0,0,1,0,1
1098,8916,2024-01-11 14:51:28.412415,15239.45,120,0,0,1,0,0,0,0,0,0,0,0
1064,9701,2024-02-26 14:51:28.412415,18910.26,166,0,0,0,0,0,1,0,0,0,0,0
1085,960,2023-11-28 14:51:28.412415,33559.31,76,1,0,0,0,0,0,0,0,0,0,0
1080,3909,2024-02-15 14:51:28.412415,17630.83,155,0,0,0,1,0,0,0,0,0,0,0
1002,9536,2024-05-27 14:51:28.412415,11612.53,30257,0,0,0,0,0,0,0,0,1,0,1
1082,4300,2023-10-26 14:51:28.412415,42638.93,43,0,0,0,0,0,0,0,0,0,1,0
1054,3558,2024-08-28 14:51:28.412415,40662.66,350,0,1,0,0,0,0,0,0,0,0,0
1034,3903,2024-01-19 14:51:28.412415,33430.38,128,0,0,0,0,0,0,0,0,0,1,0
1096,9391,2024-08-24 14:51:28.412415,41046.46,346,0,0,0,1,0,0,0,0,0,0,0
1007,753,2024-07-14 14:51:28.412415,1759.27,305,0,0,0,0,1,0,0,0,0,0,0
1090,690,2024-03-19 14:51:28.412415,46381.69,188,0,0,1,0,0,0,0,0,0,0,0
1046,1265,2024-08-30 14:51:28.412415,18035.16,30352,0,0,0,0,0,0,0,0,1,0,1
1081,3843,2023-10-02 14:51:28.412415,717.57,19,0,0,0,1,0,0,0,0,0,0,0
1021,6785,2024-07-09 14:51:28.412415,44281.19,300,0,0,0,0,0,0,1,0,0,0,0
1061,1638,2024-04-12 14:51:28.412415,3376.41,212,0,0,0,0,1,0,0,0,0,0,0
1003,1021,2024-03-29 14:51:28.412415,5172.31,198,0,0,0,0,0,1,0,0,0,0,0
1089,4277,2024-05-28 14:51:28.412415,44461.28,258,0,0,0,0,1,0,0,0,0,0,0
1097,2028,2023-10-24 14:51:28.412415,24969.03,30041,0,0,0,0,0,0,0,0,1,0,1
1070,7456,2024-02-26 14:51:28.412415,24373.33,166,0,0,0,0,0,0,1,0,0,0,0
1031,3722,2024-02-04 14:51:28.412415,40339.09,144,0,0,0,1,0,0,0,0,0,0,0
1054,9096,2024-03-08 14:51:28.412415,36593.87,177,1,0,0,0,0,0,0,0,0,0,0
1089,5462,2024-06-25 14:51:28.412415,16468.57,30286,0,0,0,0,0,0,0,0,1,0,1
1071,9162,2023-09-22 14:51:28.412415,10655.42,9,0,1,0,0,0,0,0,0,0,0,0
1008,4156,2024-03-16 14:51:28.412415,9539.08,185,0,0,0,0,1,0,0,0,0,0,0
1090,9984,2024-05-06 14:51:28.412415,46043.3,236,0,0,0,0,1,0,0,0,0,0,0
1029,2618,2024-07-14 14:51:28.412415,4834.92,305,0,0,0,0,1,0,0,0,0,0,0
1010,6589,2024-05-08 14:51:28.412415,15751.04,238,0,0,1,0,0,0,0,0,0,0,0
1068,8393,2024-02-04 14:51:28.412415,21685.98,144,0,0,0,0,1,0,0,0,0,0,0
1072,1723,2024-04-27 14:51:28.412415,46453.55,227,0,1,0,0,0,0,0,0,0,0,0
1040,2491,2024-06-20 14:51:28.412415,13661.82,30281,0,0,0,0,0,0,0,0,1,0,1
1052,1807,2024-07-15 14:51:28.412415,43531.62,306,0,0,1,0,0,0,0,0,0,0,0
1036,2086,2024-04-13 14:51:28.412415,46324.06,30213,0,0,0,0,0,0,0,0,1,0,1
1067,3146,2023-10-23 14:51:28.412415,12318.16,40,0,0,0,0,1,0,0,0,0,0,0
1023,6743,2024-03-10 14:51:28.412415,20106.13,30179,0,0,0,0,0,0,0,1,0,0,1
1005,180,2024-06-27 14:51:28.412415,17080.11,30288,0,0,0,0,0,0,0,0,1,0,1
1071,2270,2024-03-07 14:51:28.412415,37436.18,176,0,0,0,0,0,0,0,0,0,1,0
1039,1262,2024-08-20 14:51:28.412415,2101.82,342,1,0,0,0,0,0,0,0,0,0,0
1086,4731,2023-12-17 14:51:28.412415,35974.37,95,0,0,0,0,1,0,0,0,0,0,0
1015,8769,2024-04-20 14:51:28.412415,3496.77,220,0,0,1,0,0,0,0,0,0,0,0
1025,6871,2024-06-30 14:51:28.412415,25247.76,291,0,0,1,0,0,0,0,0,0,0,0
1050,3538,2024-05-23 14:51:28.412415,19033.15,30253,0,0,0,0,0,0,0,0,1,0,1
1057,2527,2024-03-09 14:51:28.412415,39733.98,178,0,0,0,0,0,1,0,0,0,0,0
1095,2329,2023-11-08 14:51:28.412415,31324.66,56,0,1,0,0,0,0,0,0,0,0,0
1043,6741,2024-03-10 14:51:28.412415,24014.44,179,0,0,0,0,1,0,0,0,0,0,0
1004,670,2023-12-30 14:51:28.412415,9650.61,108,0,0,1,0,0,0,0,0,0,0,0
1030,9071,2023-10-04 14:51:28.412415,6624.68,21,1,0,0,0,0,0,0,0,0,0,0
1086,2815,2024-06-29 14:51:28.412415,22497.69,290,0,0,0,0,1,0,0,0,0,0,0
1065,175,2024-01-24 14:51:28.412415,21344.33,133,1,0,0,0,0,0,0,0,0,0,0
1023,4046,2024-01-23 14:51:28.412415,13510.24,132,0,0,0,1,0,0,0,0,0,0,0
1077,9903,2024-04-21 14:51:28.412415,15883.0,30221,0,0,0,0,0,0,0,0,1,0,1
1003,6052,2024-03-09 14:51:28.412415,13082.45,178,0,0,1,0,0,0,0,0,0,0,0
1093,5232,2023-10-11 14:51:28.412415,22523.52,28,0,0,0,0,0,0,1,0,0,0,0
1019,6239,2023-11-25 14:51:28.412415,25165.04,73,0,0,1,0,0,0,0,0,0,0,0
1032,9075,2024-08-30 14:51:28.412415,3514.22,352,0,0,0,0,0,1,0,0,0,0,0
1046,463,2024-08-16 14:51:28.412415,10478.92,338,1,0,0,0,0,0,0,0,0,0,0
1057,476,2023-11-17 14:51:28.412415,1107.0,30065,0,0,0,0,0,0,0,1,0,0,1
1022,3373,2024-07-01 14:51:28.412415,47576.49,30292,0,0,0,0,0,0,0,0,1,0,1
1058,3322,2023-11-19 14:51:28.412415,14748.12,67,0,0,0,1,0,0,0,0,0,0,0
1051,5667,2024-01-25 14:51:28.412415,35490.3,30134,0,0,0,0,0,0,0,1,0,0,1
1011,2559,2024-07-24 14:51:28.412415,35729.17,315,0,0,0,0,0,0,0,1,0,0,0
1043,2933,2024-06-09 14:51:28.412415,33223.85,30270,0,0,0,0,0,0,0,1,0,0,1
1041,4869,2024-09-11 14:51:28.412415,26187.72,30364,0,0,0,0,0,0,0,0,1,0,1
1048,8992,2024-01-23 14:51:28.412415,42146.6,132,1,0,0,0,0,0,0,0,0,0,0
1067,4950,2024-04-27 14:51:28.412415,47595.6,227,0,0,0,0,0,0,0,1,0,0,0
1000,8308,2024-02-18 14:51:28.412415,33640.01,158,1,0,0,0,0,0,0,0,0,0,0
1013,2146,2024-02-26 14:51:28.412415,19747.44,166,0,0,0,0,0,0,0,1,0,0,0
1011,1065,2023-12-09 14:51:28.412415,45981.09,87,0,0,0,1,0,0,0,0,0,0,0
1078,2003,2024-05-16 14:51:28.412415,14076.76,246,0,0,0,1,0,0,0,0,0,0,0
1035,1499,2023-09-19 14:51:28.412415,24310.35,6,0,0,0,0,0,0,0,0,0,1,0
1065,2123,2024-01-26 14:51:28.412415,29087.42,135,0,0,0,0,0,0,1,0,0,0,0
1075,1111,2024-01-14 14:51:28.412415,18236.95,123,0,0,0,0,0,0,0,0,0,1,0
1076,5303,2023-10-26 14:51:28.412415,1792.21,43,0,0,0,0,0,0,1,0,0,0,0
1025,2431,2024-05-20 14:51:28.412415,21435.81,250,0,0,0,0,0,0,1,0,0,0,0
1089,8176,2024-01-23 14:51:28.412415,39641.54,132,0,0,0,0,0,0,1,0,0,0,0
1032,9985,2024-01-22 14:51:28.412415,16291.73,131,0,0,0,0,0,0,0,1,0,0,0
1022,5026,2023-09-15 14:51:28.412415,24591.75,2,0,0,0,0,0,0,1,0,0,0,0
1087,8402,2023-11-29 14:51:28.412415,33515.29,77,0,0,0,0,1,0,0,0,0,0,0
1030,2298,2023-12-23 14:51:28.412415,6302.63,30101,0,0,0,0,0,0,0,1,0,0,1
1043,8253,2024-07-17 14:51:28.412415,29981.82,308,0,1,0,0,0,0,0,0,0,0,0
1057,4752,2023-12-20 14:51:28.412415,24649.23,98,0,1,0,0,0,0,0,0,0,0,0
1088,6439,2024-08-31 14:51:28.412415,17087.15,30353,0,0,0,0,0,0,0,0,1,0,1
1083,4549,2024-03-04 14:51:28.412415,14.32,173,0,1,0,0,0,0,0,0,0,0,0
1074,3890,2023-11-10 14:51:28.412415,10333.05,58,0,0,0,0,0,0,0,1,0,0,0
1069,197,2023-11-30 14:51:28.412415,29635.03,78,0,0,0,1,0,0,0,0,0,0,0
1084,5596,2024-05-21 14:51:28.412415,34192.36,251,1,0,0,0,0,0,0,0,0,0,0
1056,277,2024-03-10 14:51:28.412415,43783.13,179,0,0,0,1,0,0,0,0,0,0,0
1001,7157,2023-09-17 14:51:28.412415,18579.07,4,1,0,0,0,0,0,0,0,0,0,0
1046,3806,2024-08-06 14:51:28.412415,6478.93,328,0,0,0,0,1,0,0,0,0,0,0
1073,7957,2024-04-04 14:51:28.412415,43464.15,204,1,0,0,0,0,0,0,0,0,0,0
1043,8658,2024-04-19 14:51:28.412415,9306.5,219,0,0,0,0,0,0,0,0,1,0,0
1037,3763,2024-01-18 14:51:28.412415,2590.05,127,0,0,0,0,0,1,0,0,0,0,0
1002,9260,2024-02-21 14:51:28.412415,35596.77,30161,0,0,0,0,0,0,0,0,1,0,1
1058,3427,2024-05-19 14:51:28.412415,25679.56,249,0,1,0,0,0,0,0,0,0,0,0
1088,5298,2023-12-15 14:51:28.412415,8497.12,93,0,0,0,0,0,0,1,0,0,0,0
1072,9955,2024-05-08 14:51:28.412415,18898.14,30238,0,0,0,0,0,0,0,1,0,0,1
1095,6367,2024-07-31 14:51:28.412415,43293.6,322,0,0,0,0,0,0,0,0,0,1,0
1016,5975,2024-01-23 14:51:28.412415,6315.5,30132,0,0,0,0,0,1,0,0,0,0,1
1007,2247,2024-06-03 14:51:28.412415,45160.42,264,0,0,0,0,0,0,0,1,0,0,0
1089,4451,2023-11-03 14:51:28.412415,458.75,51,0,0,0,0,0,0,1,0,0,0,0
1084,8763,2024-01-06 14:51:28.412415,2081.54,30115,0,0,0,0,0,0,0,0,1,0,1
1049,5243,2024-02-03 14:51:28.412415,13788.51,143,0,1,0,0,0,0,0,0,0,0,0
1000,5685,2023-12-02 14:51:28.412415,33466.32,80,1,0,0,0,0,0,0,0,0,0,0
1003,6721,2024-05-30 14:51:28.412415,29079.39,260,0,0,1,0,0,0,0,0,0,0,0
1043,4083,2024-05-29 14:51:28.412415,18216.47,30259,0,0,0,0,0,0,0,1,0,0,1
1006,972,2024-02-19 14:51:28.412415,13234.92,159,0,0,0,0,0,1,0,0,0,0,0
1015,9514,2024-07-20 14:51:28.412415,36124.32,311,0,0,0,0,0,0,0,1,0,0,0
1045,5468,2024-03-06 14:51:28.412415,20487.34,175,1,0,0,0,0,0,0,0,0,0,0
1098,3715,2023-10-28 14:51:28.412415,9660.01,45,0,1,0,0,0,0,0,0,0,0,0
1052,9835,2024-06-10 14:51:28.412415,17196.38,271,0,0,1,0,0,0,0,0,0,0,0
1055,1728,2024-07-07 14:51:28.412415,704.32,298,0,0,1,0,0,0,0,0,0,0,0
1001,5231,2023-09-26 14:51:28.412415,30150.41,13,0,0,1,0,0,0,0,0,0,0,0
1026,9989,2023-12-24 14:51:28.412415,22521.76,102,0,0,0,0,1,0,0,0,0,0,0
1072,6391,2024-08-27 14:51:28.412415,39748.68,349,0,1,0,0,0,0,0,0,0,0,0
1089,148,2024-06-20 14:51:28.412415,13908.98,281,0,0,1,0,0,0,0,0,0,0,0
1023,6030,2023-11-26 14:51:28.412415,38433.19,74,0,0,0,0,1,0,0,0,0,0,0
1057,9472,2024-04-16 14:51:28.412415,3040.51,216,1,0,0,0,0,0,0,0,0,0,0
1054,4954,2024-05-23 14:51:28.412415,14287.62,253,0,0,0,0,0,0,0,0,0,1,0
1063,1927,2024-07-01 14:51:28.412415,39834.18,292,0,0,1,0,0,0,0,0,0,0,0
1038,2947,2024-04-26 14:51:28.412415,30895.18,30226,0,0,0,0,0,0,0,0,1,0,1
1073,4195,2023-12-04 14:51:28.412415,3021.53,82,0,0,0,0,0,0,1,0,0,0,0
1087,8479,2024-03-15 14:51:28.412415,31703.82,184,0,0,0,1,0,0,0,0,0,0,0
1046,4232,2024-07-26 14:51:28.412415,41869.39,317,0,0,0,0,0,0,0,0,1,0,0
1055,886,2024-07-15 14:51:28.412415,14757.8,306,0,0,0,0,1,0,0,0,0,0,0
1058,9608,2023-10-15 14:51:28.412415,11614.66,32,0,0,0,0,0,1,0,0,0,0,0
1016,1152,2023-12-10 14:51:28.412415,47224.24,88,0,1,0,0,0,0,0,0,0,0,0
1028,4657,2024-07-30 14:51:28.412415,37054.27,321,0,0,0,0,1,0,0,0,0,0,0
1022,9469,2024-05-02 14:51:28.412415,18493.07,232,0,0,1,0,0,0,0,0,0,0,0
1073,576,2023-11-29 14:51:28.412415,12519.97,77,0,0,0,0,1,0,0,0,0,0,0
1098,6072,2024-04-03 14:51:28.412415,36627.79,30203,0,0,0,0,0,0,0,1,0,0,1
1030,9358,2024-05-22 14:51:28.412415,16228.01,252,0,0,0,0,0,0,0,0,0,1,0
1056,9408,2024-07-29 14:51:28.412415,3975.18,320,0,0,0,0,0,0,1,0,0,0,0
1088,2315,2023-12-20 14:51:28.412415,25115.1,98,0,0,0,0,0,1,0,0,0,0,0
1043,7000,2024-06-30 14:51:28.412415,26153.4,291,0,0,0,0,1,0,0,0,0,0,0
1067,3830,2024-07-22 14:51:28.412415,19993.32,313,0,0,0,0,1,0,0,0,0,0,0
1074,582,2023-09-18 14:51:28.412415,31898.97,30005,0,0,0,0,0,0,1,0,0,0,1
1017,7408,2024-08-26 14:51:28.412415,41514.82,348,1,0,0,0,0,0,0,0,0,0,0
1037,1421,2024-07-10 14:51:28.412415,36327.94,301,0,0,1,0,0,0,0,0,0,0,0
1005,7012,2024-06-04 14:51:28.412415,28118.35,265,0,0,0,0,0,0,0,0,0,1,0
1019,3156,2024-07-27 14:51:28.412415,18429.93,318,0,0,0,0,0,0,0,1,0,0,0
1032,2643,2023-09-28 14:51:28.412415,27147.12,15,0,0,1,0,0,0,0,0,0,0,0
1079,902,2024-06-20 14:51:28.412415,34587.29,281,0,0,0,0,0,1,0,0,0,0,0
1066,3929,2024-06-24 14:51:28.412415,11122.31,285,0,0,0,0,0,1,0,0,0,0,0
1071,1165,2024-01-20 14:51:28.412415,39910.11,129,0,0,0,1,0,0,0,0,0,0,0
1074,7644,2024-05-28 14:51:28.412415,43432.77,258,0,0,0,0,1,0,0,0,0,0,0
1044,3008,2024-08-04 14:51:28.412415,22459.24,326,1,0,0,0,0,0,0,0,0,0,0
1098,1112,2024-06-23 14:51:28.412415,32385.57,284,0,0,0,0,0,0,1,0,0,0,0
1009,9887,2023-12-12 14:51:28.412415,226.89,90,0,0,0,0,0,1,0,0,0,0,0
1028,1243,2024-07-04 14:51:28.412415,31671.52,295,1,0,0,0,0,0,0,0,0,0,0
1042,1211,2024-09-07 14:51:28.412415,26791.39,360,0,0,0,0,1,0,0,0,0,0,0
1037,1459,2023-11-06 14:51:28.412415,12614.58,54,0,0,1,0,0,0,0,0,0,0,0
1059,1936,2024-07-10 14:51:28.412415,1145.5,30301,0,0,0,0,0,0,0,0,1,0,1
1010,7836,2024-06-26 14:51:28.412415,25420.63,287,0,0,0,0,0,0,0,0,0,1,0
1058,4265,2023-09-28 14:51:28.412415,7747.91,15,0,0,0,0,0,0,0,1,0,0,0
1048,5533,2024-04-09 14:51:28.412415,44270.6,209,0,0,0,0,1,0,0,0,0,0,0
1055,4369,2023-12-18 14:51:28.412415,15765.25,96,1,0,0,0,0,0,0,0,0,0,0
1051,212,2024-08-20 14:51:28.412415,25528.49,30342,0,0,0,0,0,0,0,0,1,0,1
1058,6007,2024-01-31 14:51:28.412415,37998.35,140,0,0,0,0,1,0,0,0,0,0,0
1050,3840,2024-04-22 14:51:28.412415,34501.01,30222,0,0,0,0,0,0,0,0,1,0,1
1091,6049,2024-02-15 14:51:28.412415,38723.41,155,0,0,0,0,1,0,0,0,0,0,0
1007,3272,2024-04-14 14:51:28.412415,26901.1,214,0,0,0,0,0,0,0,0,0,1,0
1038,689,2024-03-16 14:51:28.412415,23703.21,185,0,1,0,0,0,0,0,0,0,0,0
1034,9517,2023-12-18 14:51:28.412415,25070.94,96,0,0,0,1,0,0,0,0,0,0,0
1045,1385,2023-12-31 14:51:28.412415,47132.99,30109,0,0,0,0,0,0,0,0,1,0,1
1049,7153,2024-01-06 14:51:28.412415,16738.32,115,0,0,1,0,0,0,0,0,0,0,0
1041,9987,2024-06-08 14:51:28.412415,21517.47,269,0,0,0,0,0,1,0,0,0,0,0
1037,1175,2024-01-12 14:51:28.412415,36908.43,121,0,1,0,0,0,0,0,0,0,0,0
1079,7754,2023-12-29 14:51:28.412415,27815.37,107,0,0,1,0,0,0,0,0,0,0,0
1018,5050,2024-02-17 14:51:28.412415,19361.17,157,0,0,1,0,0,0,0,0,0,0,0
1028,1866,2024-07-20 14:51:28.412415,15727.86,311,0,0,1,0,0,0,0,0,0,0,0
1082,1003,2024-01-27 14:51:28.412415,19947.91,136,0,0,0,0,1,0,0,0,0,0,0
1068,526,2024-05-03 14:51:28.412415,33690.71,233,0,0,0,0,0,0,0,0,0,1,0
1056,1641,2024-01-27 14:51:28.412415,38473.3,136,0,0,0,0,0,0,0,0,0,1,0
1007,9826,2023-12-21 14:51:28.412415,29238.96,99,0,0,0,0,0,0,0,0,0,1,0
1060,5704,2023-10-20 14:51:28.412415,47320.14,37,0,1,0,0,0,0,0,0,0,0,0
1087,7782,2023-12-28 14:51:28.412415,24251.41,30106,0,0,0,0,0,0,0,1,0,0,1
1005,3424,2024-02-14 14:51:28.412415,32568.58,154,0,0,0,0,0,1,0,0,0,0,0
1074,9047,2024-02-06 14:51:28.412415,46292.01,146,0,0,0,0,0,1,0,0,0,0,0
1020,4965,2024-06-03 14:51:28.412415,8431.54,264,0,0,0,0,0,1,0,0,0,0,0
1025,4815,2024-02-06 14:51:28.412415,27543.63,30146,0,0,0,0,0,0,0,0,1,0,1
1018,1539,2024-05-22 14:51:28.412415,7164.92,252,0,0,1,0,0,0,0,0,0,0,0
1095,9862,2024-08-23 14:51:28.412415,25217.12,345,1,0,0,0,0,0,0,0,0,0,0
1094,4306,2024-07-23 14:51:28.412415,37280.45,314,0,0,0,0,1,0,0,0,0,0,0
1018,920,2023-09-29 14:51:28.412415,13948.27,16,0,0,1,0,0,0,0,0,0,0,0
1051,1870,2024-06-16 14:51:28.412415,30164.68,277,1,0,0,0,0,0,0,0,0,0,0
