customer_id,transaction_id,transaction_type,trans_time_stamp,current_balance,is_disputed,days_since
1004,670,Entertainment,2023-12-30 14:51:28.412415,9650.61,False,108
1030,9071,Auto & Transport,2023-10-04 14:51:28.412415,6624.68,False,21
1086,2815,Health & Fitness,2024-06-29 14:51:28.412415,22497.69,False,290
1065,175,Auto & Transport,2024-01-24 14:51:28.412415,21344.33,False,133
1023,4046,Food & Dining,2024-01-23 14:51:28.412415,13510.24,False,132
1077,9903,Uncategorized,2024-04-21 14:51:28.412415,15883.0,True,30221
1003,6052,Entertainment,2024-03-09 14:51:28.412415,13082.45,False,178
1093,5232,Taxes,2023-10-11 14:51:28.412415,22523.52,False,28
1019,6239,Entertainment,2023-11-25 14:51:28.412415,25165.04,False,73
1032,9075,Pets,2024-08-30 14:51:28.412415,3514.22,False,352
1046,463,Auto & Transport,2024-08-16 14:51:28.412415,10478.92,False,338
1057,476,Travel,2023-11-17 14:51:28.412415,1107.0,True,30065
1022,3373,Uncategorized,2024-07-01 14:51:28.412415,47576.49,True,30292
1058,3322,Food & Dining,2023-11-19 14:51:28.412415,14748.12,False,67
1051,5667,Travel,2024-01-25 14:51:28.412415,35490.3,True,30134
1011,2559,Travel,2024-07-24 14:51:28.412415,35729.17,False,315
1043,2933,Travel,2024-06-09 14:51:28.412415,33223.85,True,30270
1041,4869,Uncategorized,2024-09-11 14:51:28.412415,26187.72,True,30364
1048,8992,Auto & Transport,2024-01-23 14:51:28.412415,42146.6,False,132
1067,4950,Travel,2024-04-27 14:51:28.412415,47595.6,False,227
1000,8308,Auto & Transport,2024-02-18 14:51:28.412415,33640.01,False,158
1013,2146,Travel,2024-02-26 14:51:28.412415,19747.44,False,166
1011,1065,Food & Dining,2023-12-09 14:51:28.412415,45981.09,False,87
1078,2003,Food & Dining,2024-05-16 14:51:28.412415,14076.76,False,246
1035,1499,Utilities,2023-09-19 14:51:28.412415,24310.35,False,6
1065,2123,Taxes,2024-01-26 14:51:28.412415,29087.42,False,135
1075,1111,Utilities,2024-01-14 14:51:28.412415,18236.95,False,123
1076,5303,Taxes,2023-10-26 14:51:28.412415,1792.21,False,43
1025,2431,Taxes,2024-05-20 14:51:28.412415,21435.81,False,250
1089,8176,Taxes,2024-01-23 14:51:28.412415,39641.54,False,132
1032,9985,Travel,2024-01-22 14:51:28.412415,16291.73,False,131
1022,5026,Taxes,2023-09-15 14:51:28.412415,24591.75,False,2
1087,8402,Health & Fitness,2023-11-29 14:51:28.412415,33515.29,False,77
1030,2298,Travel,2023-12-23 14:51:28.412415,6302.63,True,30101
1043,8253,Education,2024-07-17 14:51:28.412415,29981.82,False,308
1057,4752,Education,2023-12-20 14:51:28.412415,24649.23,False,98
1088,6439,Uncategorized,2024-08-31 14:51:28.412415,17087.15,True,30353
1083,4549,Education,2024-03-04 14:51:28.412415,14.32,False,173
1074,3890,Travel,2023-11-10 14:51:28.412415,10333.05,False,58
1069,197,Food & Dining,2023-11-30 14:51:28.412415,29635.03,False,78
1084,5596,Auto & Transport,2024-05-21 14:51:28.412415,34192.36,False,251
1056,277,Food & Dining,2024-03-10 14:51:28.412415,43783.13,False,179
1001,7157,Auto & Transport,2023-09-17 14:51:28.412415,18579.07,False,4
1046,3806,Health & Fitness,2024-08-06 14:51:28.412415,6478.93,False,328
1073,7957,Auto & Transport,2024-04-04 14:51:28.412415,43464.15,False,204
1043,8658,Uncategorized,2024-04-19 14:51:28.412415,9306.5,False,219
1037,3763,Pets,2024-01-18 14:51:28.412415,2590.05,False,127
1002,9260,Uncategorized,2024-02-21 14:51:28.412415,35596.77,True,30161
1058,3427,Education,2024-05-19 14:51:28.412415,25679.56,False,249
1088,5298,Taxes,2023-12-15 14:51:28.412415,8497.12,False,93
1072,9955,Travel,2024-05-08 14:51:28.412415,18898.14,True,30238
1095,6367,Utilities,2024-07-31 14:51:28.412415,43293.6,False,322
1016,5975,Pets,2024-01-23 14:51:28.412415,6315.5,True,30132
1007,2247,Travel,2024-06-03 14:51:28.412415,45160.42,False,264
1089,4451,Taxes,2023-11-03 14:51:28.412415,458.75,False,51
1084,8763,Uncategorized,2024-01-06 14:51:28.412415,2081.54,True,30115
1049,5243,Education,2024-02-03 14:51:28.412415,13788.51,False,143
1000,5685,Auto & Transport,2023-12-02 14:51:28.412415,33466.32,False,80
1003,6721,Entertainment,2024-05-30 14:51:28.412415,29079.39,False,260
1043,4083,Travel,2024-05-29 14:51:28.412415,18216.47,True,30259
1006,972,Pets,2024-02-19 14:51:28.412415,13234.92,False,159
1015,9514,Travel,2024-07-20 14:51:28.412415,36124.32,False,311
1045,5468,Auto & Transport,2024-03-06 14:51:28.412415,20487.34,False,175
1098,3715,Education,2023-10-28 14:51:28.412415,9660.01,False,45
1052,9835,Entertainment,2024-06-10 14:51:28.412415,17196.38,False,271
1055,1728,Entertainment,2024-07-07 14:51:28.412415,704.32,False,298
1001,5231,Entertainment,2023-09-26 14:51:28.412415,30150.41,False,13
1026,9989,Health & Fitness,2023-12-24 14:51:28.412415,22521.76,False,102
1072,6391,Education,2024-08-27 14:51:28.412415,39748.68,False,349
1089,148,Entertainment,2024-06-20 14:51:28.412415,13908.98,False,281
1023,6030,Health & Fitness,2023-11-26 14:51:28.412415,38433.19,False,74
1057,9472,Auto & Transport,2024-04-16 14:51:28.412415,3040.51,False,216
1054,4954,Utilities,2024-05-23 14:51:28.412415,14287.62,False,253
1063,1927,Entertainment,2024-07-01 14:51:28.412415,39834.18,False,292
1038,2947,Uncategorized,2024-04-26 14:51:28.412415,30895.18,True,30226
1073,4195,Taxes,2023-12-04 14:51:28.412415,3021.53,False,82
1087,8479,Food & Dining,2024-03-15 14:51:28.412415,31703.82,False,184
1046,4232,Uncategorized,2024-07-26 14:51:28.412415,41869.39,False,317
1055,886,Health & Fitness,2024-07-15 14:51:28.412415,14757.8,False,306
1058,9608,Pets,2023-10-15 14:51:28.412415,11614.66,False,32
1016,1152,Education,2023-12-10 14:51:28.412415,47224.24,False,88
1028,4657,Health & Fitness,2024-07-30 14:51:28.412415,37054.27,False,321
1022,9469,Entertainment,2024-05-02 14:51:28.412415,18493.07,False,232
1073,576,Health & Fitness,2023-11-29 14:51:28.412415,12519.97,False,77
1098,6072,Travel,2024-04-03 14:51:28.412415,36627.79,True,30203
1030,9358,Utilities,2024-05-22 14:51:28.412415,16228.01,False,252
1056,9408,Taxes,2024-07-29 14:51:28.412415,3975.18,False,320
1088,2315,Pets,2023-12-20 14:51:28.412415,25115.1,False,98
1043,7000,Health & Fitness,2024-06-30 14:51:28.412415,26153.4,False,291
1067,3830,Health & Fitness,2024-07-22 14:51:28.412415,19993.32,False,313
1074,582,Taxes,2023-09-18 14:51:28.412415,31898.97,True,30005
1017,7408,Auto & Transport,2024-08-26 14:51:28.412415,41514.82,False,348
1037,1421,Entertainment,2024-07-10 14:51:28.412415,36327.94,False,301
1005,7012,Utilities,2024-06-04 14:51:28.412415,28118.35,False,265
1019,3156,Travel,2024-07-27 14:51:28.412415,18429.93,False,318
1032,2643,Entertainment,2023-09-28 14:51:28.412415,27147.12,False,15
1079,902,Pets,2024-06-20 14:51:28.412415,34587.29,False,281
1066,3929,Pets,2024-06-24 14:51:28.412415,11122.31,False,285
1071,1165,Food & Dining,2024-01-20 14:51:28.412415,39910.11,False,129
1074,7644,Health & Fitness,2024-05-28 14:51:28.412415,43432.77,False,258
1044,3008,Auto & Transport,2024-08-04 14:51:28.412415,22459.24,False,326
1098,1112,Taxes,2024-06-23 14:51:28.412415,32385.57,False,284
1009,9887,Pets,2023-12-12 14:51:28.412415,226.89,False,90
1028,1243,Auto & Transport,2024-07-04 14:51:28.412415,31671.52,False,295
1042,1211,Health & Fitness,2024-09-07 14:51:28.412415,26791.39,False,360
1037,1459,Entertainment,2023-11-06 14:51:28.412415,12614.58,False,54
1059,1936,Uncategorized,2024-07-10 14:51:28.412415,1145.5,True,30301
1010,7836,Utilities,2024-06-26 14:51:28.412415,25420.63,False,287
1058,4265,Travel,2023-09-28 14:51:28.412415,7747.91,False,15
1048,5533,Health & Fitness,2024-04-09 14:51:28.412415,44270.6,False,209
1055,4369,Auto & Transport,2023-12-18 14:51:28.412415,15765.25,False,96
1051,212,Uncategorized,2024-08-20 14:51:28.412415,25528.49,True,30342
1058,6007,Health & Fitness,2024-01-31 14:51:28.412415,37998.35,False,140
1050,3840,Uncategorized,2024-04-22 14:51:28.412415,34501.01,True,30222
1091,6049,Health & Fitness,2024-02-15 14:51:28.412415,38723.41,False,155
1007,3272,Utilities,2024-04-14 14:51:28.412415,26901.1,False,214
1038,689,Education,2024-03-16 14:51:28.412415,23703.21,False,185
1034,9517,Food & Dining,2023-12-18 14:51:28.412415,25070.94,False,96
1045,1385,Uncategorized,2023-12-31 14:51:28.412415,47132.99,True,30109
1049,7153,Entertainment,2024-01-06 14:51:28.412415,16738.32,False,115
1041,9987,Pets,2024-06-08 14:51:28.412415,21517.47,False,269
1037,1175,Education,2024-01-12 14:51:28.412415,36908.43,False,121
1079,7754,Entertainment,2023-12-29 14:51:28.412415,27815.37,False,107
1018,5050,Entertainment,2024-02-17 14:51:28.412415,19361.17,False,157
1028,1866,Entertainment,2024-07-20 14:51:28.412415,15727.86,False,311
1082,1003,Health & Fitness,2024-01-27 14:51:28.412415,19947.91,False,136
1068,526,Utilities,2024-05-03 14:51:28.412415,33690.71,False,233
1056,1641,Utilities,2024-01-27 14:51:28.412415,38473.3,False,136
1007,9826,Utilities,2023-12-21 14:51:28.412415,29238.96,False,99
1060,5704,Education,2023-10-20 14:51:28.412415,47320.14,False,37
1087,7782,Travel,2023-12-28 14:51:28.412415,24251.41,True,30106
1005,3424,Pets,2024-02-14 14:51:28.412415,32568.58,False,154
1074,9047,Pets,2024-02-06 14:51:28.412415,46292.01,False,146
1020,4965,Pets,2024-06-03 14:51:28.412415,8431.54,False,264
1025,4815,Uncategorized,2024-02-06 14:51:28.412415,27543.63,True,30146
1018,1539,Entertainment,2024-05-22 14:51:28.412415,7164.92,False,252
1095,9862,Auto & Transport,2024-08-23 14:51:28.412415,25217.12,False,345
1094,4306,Health & Fitness,2024-07-23 14:51:28.412415,37280.45,False,314
1018,920,Entertainment,2023-09-29 14:51:28.412415,13948.27,False,16
1051,1870,Auto & Transport,2024-06-16 14:51:28.412415,30164.68,False,277
1057,6527,Taxes,2024-03-23 14:51:28.412415,5173.96,False,192
1021,3536,Uncategorized,2024-05-04 14:51:28.412415,6693.65,True,30234
1095,534,Entertainment,2023-10-01 14:51:28.412415,11459.26,False,18
1082,6697,Taxes,2024-02-13 14:51:28.412415,28986.47,False,153
1096,1150,Uncategorized,2023-09-23 14:51:28.412415,33288.43,True,30010
1032,5057,Utilities,2024-01-26 14:51:28.412415,40391.76,False,135
1032,6538,Travel,2023-11-11 14:51:28.412415,33219.67,True,30059
1031,1384,Education,2024-01-11 14:51:28.412415,28114.08,False,120
1047,948,Pets,2024-08-02 14:51:28.412415,1563.57,False,324
1025,7784,Travel,2024-05-08 14:51:28.412415,46499.14,True,30238
1003,3005,Uncategorized,2023-12-10 14:51:28.412415,10997.58,True,30088
1029,9580,Food & Dining,2024-05-06 14:51:28.412415,46025.86,False,236
1035,2544,Health & Fitness,2024-02-26 14:51:28.412415,22370.57,False,166
1084,856,Travel,2024-08-23 14:51:28.412415,7595.3,False,345
1089,2399,Travel,2024-06-30 14:51:28.412415,22450.28,False,291
1064,8910,Uncategorized,2023-12-04 14:51:28.412415,39720.05,True,30082
1060,5256,Pets,2024-04-11 14:51:28.412415,35047.05,False,211
1098,2462,Uncategorized,2024-05-17 14:51:28.412415,44621.63,True,30247
1087,9692,Uncategorized,2024-02-06 14:51:28.412415,5813.41,True,30146
1066,8519,Entertainment,2024-06-29 14:51:28.412415,33509.96,False,290
1090,8723,Taxes,2024-08-04 14:51:28.412415,39784.92,True,30326
1014,9674,Uncategorized,2024-07-28 14:51:28.412415,25830.28,True,30319
1094,6304,Taxes,2024-03-24 14:51:28.412415,45992.4,False,193
1016,985,Pets,2024-01-23 14:51:28.412415,10889.55,False,132
1046,6337,Education,2023-11-14 14:51:28.412415,27773.48,False,62
1000,8770,Auto & Transport,2024-04-13 14:51:28.412415,46438.62,False,213
1052,4045,Uncategorized,2023-11-02 14:51:28.412415,42145.23,True,30050
1014,1566,Auto & Transport,2024-03-09 14:51:28.412415,45920.68,False,178
1086,9368,Entertainment,2024-01-07 14:51:28.412415,1468.31,False,116
1074,2913,Travel,2024-05-27 14:51:28.412415,38379.76,False,257
1062,3050,Pets,2024-02-25 14:51:28.412415,24071.56,False,165
1001,9369,Pets,2023-10-17 14:51:28.412415,40081.84,False,34
1060,6693,Health & Fitness,2024-09-02 14:51:28.412415,1114.12,False,355
1032,1180,Food & Dining,2023-09-21 14:51:28.412415,32985.87,False,8
1059,3006,Food & Dining,2024-06-06 14:51:28.412415,29753.95,False,267
1022,1220,Auto & Transport,2024-01-11 14:51:28.412415,49868.31,False,120
1011,4699,Auto & Transport,2024-01-31 14:51:28.412415,10018.35,False,140
1085,7171,Utilities,2024-04-07 14:51:28.412415,8906.43,False,207
1042,8148,Entertainment,2024-07-29 14:51:28.412415,36035.77,False,320
1059,2060,Taxes,2023-12-12 14:51:28.412415,35926.66,False,90
1060,5984,Health & Fitness,2023-12-28 14:51:28.412415,3089.22,False,106
1018,298,Health & Fitness,2024-02-21 14:51:28.412415,19607.0,False,161
1072,253,Utilities,2024-02-19 14:51:28.412415,24626.59,False,159
1075,25,Pets,2024-01-18 14:51:28.412415,31597.87,False,127
1011,9013,Pets,2023-12-20 14:51:28.412415,30932.08,False,98
1017,3755,Travel,2024-05-04 14:51:28.412415,6874.67,False,234
1001,5242,Entertainment,2024-05-18 14:51:28.412415,18081.42,False,248
1089,3069,Pets,2024-06-11 14:51:28.412415,6965.46,False,272
1052,1267,Health & Fitness,2024-02-17 14:51:28.412415,14598.35,False,157
1049,667,Uncategorized,2024-09-07 14:51:28.412415,5498.96,True,30360
1023,374,Auto & Transport,2023-10-02 14:51:28.412415,35618.13,False,19
1071,1749,Uncategorized,2024-02-03 14:51:28.412415,22225.45,False,143
1079,2245,Auto & Transport,2024-02-16 14:51:28.412415,43007.37,False,156
1034,5329,Pets,2024-03-17 14:51:28.412415,20531.98,False,186
1095,6440,Taxes,2024-04-24 14:51:28.412415,16471.28,False,224
1076,8263,Taxes,2024-05-20 14:51:28.412415,7633.09,False,250
1078,4274,Food & Dining,2024-06-16 14:51:28.412415,8181.86,False,277
1088,4441,Entertainment,2023-10-08 14:51:28.412415,33456.03,False,25
1082,6135,Uncategorized,2024-07-14 14:51:28.412415,14433.0,True,30305
1063,591,Uncategorized,2024-06-26 14:51:28.412415,42085.29,True,30287
1050,5381,Auto & Transport,2024-06-10 14:51:28.412415,42515.44,False,271
1056,8595,Uncategorized,2024-09-02 14:51:28.412415,3925.89,True,30355
1087,1668,Pets,2023-12-17 14:51:28.412415,42001.42,False,95
1016,3201,Education,2023-11-24 14:51:28.412415,42030.03,False,72
1044,3522,Food & Dining,2024-08-28 14:51:28.412415,34676.32,False,350
1045,4843,Food & Dining,2024-07-09 14:51:28.412415,19147.37,False,300
1001,6408,Health & Fitness,2024-07-10 14:51:28.412415,6743.0,False,301
1023,5839,Taxes,2023-12-21 14:51:28.412415,42916.79,False,99
1095,9167,Travel,2024-02-17 14:51:28.412415,18517.39,False,157
1041,8332,Utilities,2024-05-18 14:51:28.412415,39348.27,False,248
1070,8309,Taxes,2024-01-03 14:51:28.412415,18083.89,False,112
1015,1573,Travel,2023-11-16 14:51:28.412415,13236.47,True,30064
1048,1542,Utilities,2024-01-10 14:51:28.412415,48675.36,False,119
1043,2029,Taxes,2023-12-14 14:51:28.412415,20524.85,False,92
1085,9642,Utilities,2024-03-05 14:51:28.412415,8124.31,False,174
1002,8773,Education,2024-01-21 14:51:28.412415,6924.08,False,130
1080,9982,Health & Fitness,2024-03-19 14:51:28.412415,41432.9,False,188
1042,3758,Education,2023-12-12 14:51:28.412415,45391.72,False,90
1068,4082,Health & Fitness,2024-05-30 14:51:28.412415,48673.44,False,260
1093,1960,Food & Dining,2023-12-09 14:51:28.412415,21698.97,False,87
1035,8966,Travel,2023-12-05 14:51:28.412415,32803.56,True,30083
1002,3326,Travel,2024-03-22 14:51:28.412415,4754.83,False,191
1042,6884,Auto & Transport,2023-10-06 14:51:28.412415,112.65,False,23
1059,3027,Utilities,2023-11-03 14:51:28.412415,6870.77,False,51
1038,7412,Pets,2024-01-31 14:51:28.412415,41407.5,False,140
1044,1055,Uncategorized,2023-12-20 14:51:28.412415,561.04,True,30098
1085,614,Taxes,2023-12-24 14:51:28.412415,33554.51,True,30102
1013,8995,Taxes,2023-11-02 14:51:28.412415,20953.4,False,50
1035,3955,Uncategorized,2023-12-08 14:51:28.412415,33649.12,True,30086
1094,2234,Utilities,2024-02-19 14:51:28.412415,43153.4,False,159
1017,8436,Auto & Transport,2024-02-10 14:51:28.412415,3445.48,False,150
1033,4527,Taxes,2024-02-01 14:51:28.412415,45015.61,False,141
1022,9991,Auto & Transport,2023-11-18 14:51:28.412415,1380.16,False,66
1086,9590,Taxes,2023-11-21 14:51:28.412415,668.28,False,69
1011,6199,Uncategorized,2024-02-20 14:51:28.412415,8340.63,True,30160
1094,8484,Taxes,2024-06-19 14:51:28.412415,15664.04,True,30280
1018,3854,Utilities,2023-09-26 14:51:28.412415,3224.52,False,13
1098,5608,Education,2023-10-02 14:51:28.412415,41900.25,False,19
1007,906,Food & Dining,2024-05-05 14:51:28.412415,41592.14,False,235
1016,7678,Pets,2024-02-06 14:51:28.412415,28957.03,False,146
1044,6552,Taxes,2024-07-28 14:51:28.412415,29643.16,False,319
1011,7538,Travel,2024-09-03 14:51:28.412415,18117.58,True,30356
1040,3870,Travel,2024-05-20 14:51:28.412415,23596.75,False,250
1037,9314,Education,2024-04-20 14:51:28.412415,13389.8,False,220
1012,6554,Utilities,2024-06-06 14:51:28.412415,49690.13,False,267
1069,9262,Uncategorized,2023-11-02 14:51:28.412415,544.63,True,30050
1056,1048,Auto & Transport,2024-08-26 14:51:28.412415,29021.46,False,348
1070,5415,Auto & Transport,2024-05-04 14:51:28.412415,1490.54,False,234
